Age,HourlyRate,Education,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,DailyRate,MonthlyRate,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,OverTime_No,OverTime_Yes
51,71,4,21,3,3,2,4,632,8423,5441,0,22,4,4,80,0,11,2,1,10,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
28,44,4,1,4,3,1,3,791,6842,2154,0,11,3,3,80,0,5,2,2,4,2,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
31,41,3,12,4,3,2,4,616,17369,5855,0,11,3,3,80,2,10,2,1,9,7,8,5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27,68,2,1,3,3,3,1,608,6009,7412,1,11,3,4,80,0,9,3,3,9,7,0,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
28,63,2,8,2,2,1,4,1169,23965,4936,1,13,3,4,80,1,6,6,3,5,1,0,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
45,67,4,2,3,3,2,3,589,19665,5154,4,22,4,2,80,2,10,3,4,8,7,5,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
39,77,3,1,4,3,2,4,792,8989,6472,1,15,3,4,80,1,9,2,3,9,8,5,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
42,35,1,2,2,3,1,4,1271,9068,2515,5,14,3,4,80,0,8,2,3,2,1,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
33,46,3,10,2,2,2,4,508,4317,4682,3,14,3,3,80,0,9,6,2,7,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
36,94,3,3,1,2,3,4,557,12695,7644,0,19,3,3,80,2,10,2,3,9,7,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
38,77,4,2,2,1,2,4,723,4244,5405,2,20,4,1,80,2,20,4,2,4,2,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
59,69,3,2,3,2,4,4,715,21829,13726,3,13,3,1,80,0,30,4,3,5,3,4,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,45,2,20,4,3,2,4,1247,10732,6931,2,14,3,4,80,1,10,2,3,3,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
49,42,1,2,2,3,5,4,1064,13738,19161,3,15,3,4,80,0,28,3,3,5,4,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50,95,3,1,4,3,2,3,145,24920,6347,0,12,3,1,80,1,19,3,3,18,7,0,13,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
27,73,1,1,3,3,2,2,210,22107,6349,0,13,3,4,80,1,6,0,3,5,4,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42,38,4,10,3,3,1,3,355,6161,2936,3,22,4,2,80,2,10,1,2,6,3,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
37,73,2,19,2,3,1,2,408,10227,3022,4,21,4,1,80,0,8,1,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
36,46,3,3,3,3,1,2,469,9256,3692,1,12,3,3,80,0,12,2,2,11,10,0,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
47,65,2,2,1,3,2,4,983,7389,5070,5,13,3,3,80,3,20,2,3,5,0,0,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
39,77,4,15,2,3,4,1,119,25098,13341,0,12,3,1,80,0,21,3,3,20,8,11,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
41,60,3,4,3,1,2,2,552,20794,6430,6,19,3,2,80,1,10,4,3,3,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,84,1,14,3,3,3,4,337,22930,7553,0,12,3,1,80,0,9,1,3,8,7,7,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
38,32,5,3,4,3,2,3,364,2302,4317,3,20,4,2,80,0,19,2,3,3,2,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
32,75,3,2,3,3,1,2,1062,3956,2370,1,13,3,3,80,1,8,4,3,8,0,0,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,100,5,1,3,4,3,2,1445,8931,7446,1,11,3,1,80,0,10,2,3,10,8,4,7,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
21,97,1,5,3,3,1,4,546,26009,3117,1,18,3,3,80,0,3,2,3,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
43,33,3,1,4,3,2,4,422,21782,5562,4,13,3,2,80,1,12,2,2,5,2,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38,87,2,4,4,3,1,3,1495,26176,3306,7,19,3,4,80,1,7,5,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,50,5,17,4,2,3,1,813,21981,13269,5,15,3,3,80,3,19,3,3,14,11,1,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
31,33,1,9,3,3,3,2,1274,14394,10648,1,25,4,4,80,1,13,6,4,13,8,0,8,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,84,3,27,3,3,2,4,303,13492,5813,1,18,3,4,80,0,10,2,3,10,7,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
37,49,4,10,3,3,2,2,1305,21123,4197,2,12,3,4,80,0,18,2,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,56,4,8,2,3,2,2,1130,3415,6214,1,18,3,1,80,1,8,3,3,8,7,0,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
48,78,4,4,3,2,3,3,1355,22245,10999,7,14,3,2,80,0,27,3,3,15,11,4,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,58,3,8,4,2,2,2,1394,18115,2133,1,16,3,3,80,1,20,3,3,20,11,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
36,33,4,1,4,2,2,3,894,15411,4374,0,15,3,3,80,0,4,6,3,3,2,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27,91,1,11,2,3,1,1,1377,7679,2099,0,14,3,2,80,0,6,3,4,5,0,1,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34,92,1,26,1,2,1,3,999,15891,2029,1,20,4,3,80,3,5,2,3,5,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
47,49,3,3,4,3,4,3,217,10225,13770,9,12,3,4,80,2,28,2,2,22,2,11,13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
49,74,3,16,4,3,1,1,464,24941,2587,4,16,3,2,80,1,17,2,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
58,72,3,21,4,3,4,4,605,11761,17875,4,13,3,3,80,1,29,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24,62,1,1,1,3,1,2,1448,21972,3202,1,16,3,2,80,0,6,4,3,5,3,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
29,97,1,2,4,3,1,2,410,4668,3180,0,13,3,3,80,3,4,3,3,3,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
35,82,4,6,2,1,2,4,1017,19368,6646,1,13,3,2,80,0,17,3,3,17,11,11,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
26,46,3,6,3,2,1,2,841,23300,2368,1,19,3,3,80,0,5,3,2,5,4,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
58,31,4,2,4,3,5,2,286,25761,19246,7,12,3,4,80,0,40,2,3,31,15,13,8,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
45,83,3,25,2,3,5,2,364,13035,18061,3,22,4,3,80,0,22,4,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
38,81,2,25,1,2,3,2,849,26707,12061,3,17,3,3,80,1,19,2,3,10,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22,43,3,11,1,3,1,2,253,24440,2244,1,13,3,4,80,1,2,1,3,2,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
33,55,3,25,1,2,1,2,1017,2993,2313,4,20,4,2,80,0,5,0,3,2,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
30,69,4,22,3,3,3,1,1398,2890,8412,0,11,3,3,80,0,10,3,3,9,8,7,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
38,98,3,9,2,2,1,2,395,12102,2899,0,19,3,4,80,1,3,3,3,2,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
35,47,4,4,4,2,1,4,636,26537,2376,1,13,3,2,80,1,2,2,4,2,2,2,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
30,48,3,6,1,2,2,4,1138,23631,4627,0,12,3,1,80,1,10,6,3,9,2,6,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
27,71,1,3,4,4,2,4,1410,16673,4647,1,20,4,2,80,2,6,3,3,6,5,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
23,78,2,12,4,3,1,4,571,13672,2647,1,13,3,3,80,0,5,6,4,5,2,1,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
46,46,4,2,3,3,5,4,734,14218,19328,7,17,3,3,80,1,24,3,3,2,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27,55,3,7,4,2,2,1,975,23398,6811,8,19,3,1,80,0,9,2,1,7,6,0,7,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
33,38,1,10,1,1,1,4,587,6705,3408,7,13,3,1,80,3,8,2,3,4,3,1,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
48,96,4,16,3,3,2,3,492,13693,6439,8,14,3,3,80,1,18,2,3,8,7,7,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
38,60,3,18,2,1,2,4,833,24539,5811,3,16,3,3,80,1,15,2,3,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,100,4,16,3,2,1,4,702,8306,2553,1,16,3,3,80,0,6,3,3,5,2,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
27,84,1,8,3,3,2,4,829,24008,4342,0,19,3,2,80,1,5,3,3,4,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
30,71,3,3,3,3,1,3,160,22653,2083,1,20,4,3,80,1,1,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
33,36,3,16,3,3,2,4,530,16130,5368,1,25,4,3,80,1,7,2,3,6,5,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
28,45,3,1,1,2,1,2,1009,7160,2596,1,15,3,1,80,2,1,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
23,33,3,9,4,3,1,1,638,26956,1790,1,19,3,1,80,1,1,3,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
47,64,4,16,3,4,2,3,1379,6759,5067,1,19,3,3,80,0,20,3,4,19,10,2,7,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
51,96,4,9,4,3,1,4,432,18725,2075,3,23,4,2,80,2,10,4,3,4,2,0,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,46,3,28,2,4,2,3,750,25348,3407,1,17,3,4,80,2,10,3,2,10,9,6,8,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
30,88,3,3,4,3,1,1,1005,8556,2657,5,11,3,3,80,0,8,5,3,5,2,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
38,45,3,12,1,2,2,1,471,4284,6288,2,15,3,3,80,1,13,3,2,4,3,1,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25,91,3,3,1,3,1,1,688,9396,4031,5,13,3,3,80,1,6,5,3,2,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
47,83,2,4,4,3,2,4,955,8571,4163,1,17,3,3,80,0,9,0,3,9,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
48,91,3,10,4,2,5,2,1224,13583,19665,4,12,3,4,80,0,29,3,3,22,10,12,9,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,78,3,25,4,2,3,2,672,9129,10903,3,16,3,1,80,0,16,2,3,13,10,4,8,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
26,58,4,17,2,3,1,3,426,22808,2741,0,11,3,2,80,1,8,2,2,7,7,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
32,39,2,3,3,3,3,4,1018,19373,11159,3,15,3,4,80,0,10,6,3,7,7,7,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
35,100,4,8,3,3,1,3,528,7108,4323,1,17,3,2,80,0,6,2,1,5,4,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
39,54,3,2,1,2,1,1,592,17181,3646,2,23,4,2,80,0,11,2,4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
40,38,2,2,3,4,2,2,791,9931,4244,1,24,4,4,80,1,8,2,3,8,7,3,7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
30,63,3,1,4,3,1,2,1465,9369,3579,0,21,4,1,80,1,12,2,3,11,9,5,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
40,84,3,10,2,2,2,2,107,11591,6852,7,12,3,2,80,1,7,2,4,5,1,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
26,59,2,1,1,2,1,1,192,11141,3955,1,16,3,1,80,2,6,2,3,5,3,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
21,39,2,9,1,3,1,4,895,2851,2610,1,24,4,3,80,0,3,3,2,3,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
36,48,2,9,2,2,2,2,913,13934,8847,2,11,3,3,80,1,13,2,3,3,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,49,3,16,3,3,1,3,1103,2122,2144,1,14,3,3,80,0,5,3,2,5,3,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
28,38,2,2,3,2,1,1,289,5355,2561,7,11,3,3,80,0,8,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
21,31,1,7,2,3,1,2,337,4567,2679,1,13,3,2,80,0,1,3,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
40,78,3,2,2,2,2,3,555,13436,3448,6,22,4,2,80,1,20,3,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
33,30,3,7,4,3,2,2,970,13401,4302,0,17,3,3,80,1,4,3,3,3,2,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
42,81,3,8,4,3,1,3,1142,13624,3968,4,13,3,4,80,0,8,3,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
50,77,3,12,3,3,3,4,809,6645,9208,4,11,3,4,80,0,16,3,3,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
46,97,4,1,4,3,3,1,644,12368,9396,7,16,3,3,80,1,17,3,3,4,2,0,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,32,1,10,4,3,1,3,1362,26999,1009,1,11,3,4,80,0,1,5,3,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
45,50,3,20,4,3,2,3,374,23333,4850,8,15,3,3,80,0,8,3,3,5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
29,56,3,13,1,2,1,1,350,3157,2335,4,15,3,4,80,3,4,3,3,2,2,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
32,74,4,2,1,4,2,4,1018,10557,5055,7,16,3,3,80,0,10,0,2,7,7,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
35,85,3,1,2,3,2,3,619,18659,4717,9,11,3,3,80,0,15,2,3,11,9,6,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
42,81,4,2,3,3,2,4,622,5718,4089,1,13,3,2,80,2,10,4,3,10,2,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
37,61,3,10,1,3,3,3,504,22573,10048,6,11,3,2,80,2,17,5,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40,47,3,12,2,3,2,1,750,10748,4448,2,12,3,2,80,1,15,3,3,7,4,7,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
56,97,2,24,1,3,1,4,1162,10261,2587,1,16,3,4,80,0,5,3,3,4,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34,45,1,2,4,2,2,3,1069,14074,9547,1,17,3,3,80,0,10,2,2,10,9,1,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
31,31,2,7,2,3,2,1,480,4156,4306,1,12,3,2,80,1,13,5,1,13,10,3,12,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
39,52,1,1,2,3,5,3,1218,8213,19197,1,14,3,3,80,1,21,3,3,21,8,1,6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
34,35,4,7,1,3,1,4,479,22061,2972,1,13,3,3,80,0,1,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
30,73,2,8,2,4,3,1,153,17802,11416,0,12,3,3,80,3,9,4,2,8,7,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
52,59,2,28,4,4,4,3,322,9731,13247,2,11,3,2,80,1,24,3,2,5,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
37,36,3,3,3,3,3,3,482,9606,9434,1,15,3,3,80,1,10,2,3,10,7,7,8,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32,91,2,8,3,4,2,3,638,22162,5175,5,12,3,3,80,1,9,3,2,5,3,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
33,93,4,2,4,3,2,4,392,3921,5505,1,14,3,3,80,2,6,5,3,6,2,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
18,80,1,8,3,3,1,3,247,13556,1904,1,12,3,4,80,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
33,39,2,2,1,3,1,1,465,21509,2707,7,20,4,1,80,0,13,3,4,9,7,1,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
33,59,2,1,2,2,1,3,1313,20439,2008,1,12,3,3,80,3,1,2,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
30,75,4,5,2,2,1,4,1012,2373,3761,9,12,3,2,80,1,10,3,2,5,4,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
36,61,2,2,2,2,3,3,164,3809,7596,1,13,3,2,80,2,10,2,3,10,9,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
40,73,3,11,4,3,2,3,692,26849,6323,1,11,3,1,80,1,10,2,4,10,9,9,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
27,57,3,9,4,3,1,2,691,5970,2024,6,18,3,4,80,1,6,1,1,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
48,76,3,1,4,2,5,4,715,8733,18265,6,12,3,3,80,0,25,3,4,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
37,46,2,9,2,2,2,2,589,8800,4189,1,14,3,1,80,2,5,2,3,5,2,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
50,86,3,1,3,2,1,3,328,3425,3690,2,15,3,4,80,1,5,2,2,3,2,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
26,71,3,6,3,3,1,4,991,17759,2659,1,13,3,3,80,1,3,2,3,3,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
42,95,4,1,2,3,1,1,201,20490,2576,3,16,3,2,80,1,8,5,3,5,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
26,32,2,2,4,4,2,4,1066,3334,5472,1,12,3,2,80,0,8,2,3,8,7,1,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
